work_year,job_title,salary_in_usd,employee_residence,company_location,job_category,experience_level_desc,employment_type_desc,work_setting,company_size_desc,region,residence_region,domestic_employment,cost_of_living_index,tech_stack,english_level,tech_specialization,role_maturity,career_path,ai_relationship,demand_index,economic_period,adjusted_salary,salary_to_experience_ratio,normalized_salary,total_compensation_estimate,work_life_balance,automation_risk,company_sector,salary_bracket,salary_competitiveness
2023,Data Manager,100000,US,US,Data Leadership,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Project Management, Team Leadership, Strategy, Stakeholder Management",Native,6.0,Established,Management,Directs AI Strategy,8.8,Post-Pandemic,100000.0,33333.333333333336,71428.57142857143,125000.0,2.0,2.0,Technology,Medium-Low,Below Average
2023,Data Scientist,370000,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,370000.0,123333.33333333333,264285.7142857143,462500.0,2.0,4.0,Technology,High,Highly Competitive
2023,Data Scientist,245000,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,245000.0,81666.66666666667,175000.0,306250.0,2.0,4.0,Technology,High,Highly Competitive
2023,Data Engineer,115447,GB,GB,Data Engineer,Mid-Level,Full-time,Remote,Large,Europe,Europe,True,105.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,109949.5238095238,57723.5,104951.81818181818,144308.75,3.0,4.5,Technology,Medium-Low,Average
2023,Data Analyst,110000,US,US,Data Analyst,Senior,Full-time,Remote,Small,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,110000.0,36666.666666666664,78571.42857142858,132000.0,3.0,7.5,Startup/Tech,Medium-Low,Competitive
2023,Data Analyst,80000,US,US,Data Analyst,Senior,Full-time,Remote,Small,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,80000.0,26666.666666666668,57142.857142857145,96000.0,3.0,7.5,Startup/Tech,Low,Average
2023,Data Analyst,55000,US,US,Data Analyst,Entry-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,55000.0,55000.0,91666.66666666667,68750.0,2.0,7.5,Technology,Low,Average
2023,Data Analyst,48000,US,US,Data Analyst,Entry-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,48000.0,48000.0,80000.0,60000.0,2.0,7.5,Technology,Low,Average
2023,Data Analyst,95000,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,95000.0,31666.666666666668,67857.14285714286,118750.0,2.0,7.5,Technology,Low,Average
2023,Data Analyst,85000,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,85000.0,28333.333333333332,60714.28571428572,106250.0,2.0,7.5,Technology,Low,Average
2023,Data Engineer,137500,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,137500.0,45833.333333333336,98214.28571428572,171875.0,3.0,4.5,Technology,Medium-High,Average
2023,Data Engineer,81500,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,81500.0,27166.666666666668,58214.28571428572,101875.0,3.0,4.5,Technology,Low,Below Average
2023,Machine Learning Engineer,323300,US,US,ML Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,323300.0,107766.66666666667,230928.57142857145,404125.0,2.0,3.0,Technology,High,Highly Competitive
2023,Machine Learning Engineer,184700,US,US,ML Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,184700.0,61566.666666666664,131928.57142857145,230875.0,2.0,3.0,Technology,High,Competitive
2021,AI Scientist,30000,GH,GH,Data Scientist,Mid-Level,Full-time,On-site,Small,Africa,Africa,True,70.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Intermediate,7.0,Established,Technical,Augmented by AI,9.0,Pandemic,42857.14285714286,15000.0,18750.0,33000.0,2.0,4.0,Services/Consulting,Low,Below Average
2023,Machine Learning Engineer,186000,US,US,ML Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,186000.0,62000.0,132857.14285714287,232500.0,3.0,3.0,Technology,High,Competitive
2023,Machine Learning Engineer,153088,US,US,ML Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,153088.0,51029.333333333336,109348.57142857143,191360.0,3.0,3.0,Technology,Medium-High,Average
2023,Data Infrastructure Engineer,190000,US,US,Data Engineer,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,190000.0,95000.0,190000.0,237500.0,3.0,4.5,Technology,High,Competitive
2023,Data Infrastructure Engineer,160000,US,US,Data Engineer,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,160000.0,80000.0,160000.0,200000.0,3.0,4.5,Technology,Medium-High,Competitive
2023,Machine Learning Engineer,200000,US,US,ML Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,200000.0,66666.66666666667,142857.14285714287,250000.0,3.0,3.0,Technology,High,Competitive
2023,Machine Learning Engineer,150000,US,US,ML Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,150000.0,50000.0,107142.85714285714,187500.0,3.0,3.0,Technology,Medium-High,Average
2023,Data Infrastructure Engineer,190000,US,US,Data Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,190000.0,95000.0,190000.0,237500.0,2.0,4.5,Technology,High,Competitive
2023,Data Infrastructure Engineer,183310,US,US,Data Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,183310.0,91655.0,183310.0,229137.5,2.0,4.5,Technology,High,Competitive
2023,Machine Learning Engineer,240000,US,US,ML Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,240000.0,80000.0,171428.57142857145,300000.0,3.0,3.0,Technology,High,Competitive
2023,Machine Learning Engineer,180000,US,US,ML Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,180000.0,60000.0,128571.42857142858,225000.0,3.0,3.0,Technology,High,Competitive
2023,Machine Learning Engineer,200000,US,US,ML Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,200000.0,66666.66666666667,142857.14285714287,250000.0,3.0,3.0,Technology,High,Competitive
2023,Machine Learning Engineer,150000,US,US,ML Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,150000.0,50000.0,107142.85714285714,187500.0,3.0,3.0,Technology,Medium-High,Average
2023,Data Science Manager,299500,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,299500.0,99833.33333333333,213928.57142857145,374375.0,2.0,4.0,Technology,High,Highly Competitive
2023,Data Science Manager,245100,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,245100.0,81700.0,175071.42857142858,306375.0,2.0,4.0,Technology,High,Highly Competitive
2023,Data Engineer,144000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,144000.0,48000.0,102857.14285714287,180000.0,3.0,4.5,Technology,Medium-High,Average
2023,Data Engineer,66000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,66000.0,22000.0,47142.857142857145,82500.0,3.0,4.5,Technology,Low,Below Average
2023,Machine Learning Engineer,148500,US,US,ML Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,148500.0,74250.0,148500.0,185625.0,2.0,3.0,Technology,Medium-High,Competitive
2023,Machine Learning Engineer,126277,US,US,ML Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,126277.0,63138.5,126277.0,157846.25,2.0,3.0,Technology,Medium-Low,Average
2023,Data Architect,228000,US,US,Data Architect,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"System Design, Cloud Architecture, Data Modeling, Governance",Native,8.0,Established,Architecture,Moderately Impacted,9.0,Post-Pandemic,228000.0,76000.0,162857.14285714287,285000.0,2.0,3.0,Technology,High,Highly Competitive
2023,Data Architect,120000,US,US,Data Architect,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"System Design, Cloud Architecture, Data Modeling, Governance",Native,8.0,Established,Architecture,Moderately Impacted,9.0,Post-Pandemic,120000.0,40000.0,85714.28571428572,150000.0,2.0,3.0,Technology,Medium-Low,Competitive
2023,Machine Learning Software Engineer,180000,US,US,ML Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,180000.0,60000.0,128571.42857142858,225000.0,2.0,3.0,Technology,High,Competitive
2023,Machine Learning Software Engineer,90000,US,US,ML Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,90000.0,30000.0,64285.71428571429,112500.0,2.0,3.0,Technology,Low,Below Average
2023,Data Scientist,126500,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,126500.0,42166.666666666664,90357.14285714287,158125.0,2.0,4.0,Technology,Medium-Low,Below Average
2023,Data Scientist,78000,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,78000.0,26000.0,55714.28571428572,97500.0,2.0,4.0,Technology,Low,Below Average
2023,Data Engineer,180000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,180000.0,60000.0,128571.42857142858,225000.0,2.0,4.5,Technology,High,Competitive
2023,Data Engineer,160000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,160000.0,53333.333333333336,114285.71428571429,200000.0,2.0,4.5,Technology,Medium-High,Average
2023,Machine Learning Software Engineer,272000,US,US,ML Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,272000.0,90666.66666666667,194285.7142857143,340000.0,2.0,3.0,Technology,High,Highly Competitive
2023,Machine Learning Software Engineer,170000,US,US,ML Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,170000.0,56666.666666666664,121428.57142857143,212500.0,2.0,3.0,Technology,Medium-High,Average
2023,Data Analyst,80000,US,US,Data Analyst,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,80000.0,40000.0,80000.0,100000.0,2.0,7.5,Technology,Low,Average
2023,Data Analyst,60000,US,US,Data Analyst,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,60000.0,30000.0,60000.0,75000.0,2.0,7.5,Technology,Low,Below Average
2023,Data Engineer,259000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,259000.0,86333.33333333333,185000.0,323750.0,3.0,4.5,Technology,High,Highly Competitive
2023,Data Engineer,146000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,146000.0,48666.666666666664,104285.71428571429,182500.0,3.0,4.5,Technology,Medium-High,Average
2023,Data Engineer,200000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,200000.0,66666.66666666667,142857.14285714287,250000.0,2.0,4.5,Technology,High,Competitive
2023,Data Engineer,160000,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,160000.0,53333.333333333336,114285.71428571429,200000.0,2.0,4.5,Technology,Medium-High,Average
2023,Data Engineer,310000,US,US,Data Engineer,Executive,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,310000.0,77500.0,155000.0,387500.0,3.0,4.5,Technology,High,Highly Competitive
2023,Data Engineer,239000,US,US,Data Engineer,Executive,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,239000.0,59750.0,119500.0,298750.0,3.0,4.5,Technology,High,Highly Competitive
2023,Data Analyst,142000,US,US,Data Analyst,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,142000.0,47333.333333333336,101428.57142857143,177500.0,3.0,7.5,Technology,Medium-High,Competitive
2023,Data Analyst,95000,US,US,Data Analyst,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,95000.0,31666.666666666668,67857.14285714286,118750.0,3.0,7.5,Technology,Low,Average
2023,Data Scientist,155000,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,155000.0,51666.666666666664,110714.28571428572,193750.0,2.0,4.0,Technology,Medium-High,Average
2023,Data Scientist,139500,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,139500.0,46500.0,99642.85714285714,174375.0,2.0,4.0,Technology,Medium-High,Average
2023,Data Engineer,140000,US,US,Data Engineer,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,140000.0,70000.0,140000.0,175000.0,3.0,4.5,Technology,Medium-High,Competitive
2023,Data Engineer,120000,US,US,Data Engineer,Mid-Level,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,120000.0,60000.0,120000.0,150000.0,3.0,4.5,Technology,Medium-Low,Average
2023,Data Engineer,259000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,259000.0,86333.33333333333,185000.0,323750.0,3.0,4.5,Technology,High,Highly Competitive
2023,Data Engineer,146000,US,US,Data Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,146000.0,48666.666666666664,104285.71428571429,182500.0,3.0,4.5,Technology,Medium-High,Average
2023,Data Analyst,109371,HR,HR,Data Analyst,Mid-Level,Full-time,On-site,Medium,Other,Other,True,70.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Intermediate,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,156244.2857142857,54685.5,91142.5,125776.65000000001,2.0,7.5,Mixed,Medium-Low,Competitive
2023,Data Analyst,72914,HR,HR,Data Analyst,Mid-Level,Full-time,On-site,Medium,Other,Other,True,70.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Intermediate,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,104162.85714285714,36457.0,60761.66666666667,83851.1,2.0,7.5,Mixed,Low,Average
2023,Data Analyst,17779,PL,IN,Data Analyst,Entry-Level,Part-time,Remote,Large,Asia,Europe,False,55.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Intermediate,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,32325.454545454544,17779.0,22793.589743589742,21334.8,4.0,7.5,Services,Low,Below Average
2023,Data Scientist,19522,BR,BR,Data Scientist,Entry-Level,Full-time,Remote,Large,South America,South America,True,45.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Intermediate,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,43382.22222222222,19522.0,21691.111111111113,23426.399999999998,3.0,4.0,Services,Low,Below Average
2023,Data Science Lead,247500,US,US,Senior Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Cloud, Advanced ML, Leadership",Native,8.0,Established,Technical,Manages AI,9.2,Post-Pandemic,247500.0,82500.0,176785.7142857143,309375.0,2.0,3.5,Technology,High,Competitive
2023,Data Science Lead,172200,US,US,Senior Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Cloud, Advanced ML, Leadership",Native,8.0,Established,Technical,Manages AI,9.2,Post-Pandemic,172200.0,57400.0,123000.00000000001,215250.0,2.0,3.5,Technology,Medium-High,Average
2023,Data Scientist,225000,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,225000.0,75000.0,160714.2857142857,281250.0,2.0,4.0,Technology,High,Competitive
2023,Data Scientist,156400,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,156400.0,52133.333333333336,111714.28571428572,195500.0,2.0,4.0,Technology,Medium-High,Average
2023,Data Engineer,139500,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,139500.0,46500.0,99642.85714285714,174375.0,2.0,4.5,Technology,Medium-High,Average
2023,Data Engineer,109400,US,US,Data Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,109400.0,36466.666666666664,78142.85714285714,136750.0,2.0,4.5,Technology,Medium-Low,Below Average
2023,Data Engineer,125000,US,US,Data Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,125000.0,62500.0,125000.0,156250.0,2.0,4.5,Technology,Medium-Low,Average
2023,Data Engineer,90000,US,US,Data Engineer,Mid-Level,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, SQL, Spark, Airflow, Cloud Platforms, ETL",Native,7.5,Established,Technical,Moderately Impacted,9.7,Post-Pandemic,90000.0,45000.0,90000.0,112500.0,2.0,4.5,Technology,Low,Below Average
2023,Machine Learning Infrastructure Engineer,107309,FR,FR,ML Engineer,Senior,Full-time,Remote,Medium,Europe,Europe,True,90.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Intermediate,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,119232.22222222222,35769.666666666664,69681.16883116883,123405.35000000002,3.0,3.0,Mixed,Medium-Low,Below Average
2023,Machine Learning Infrastructure Engineer,75116,FR,FR,ML Engineer,Senior,Full-time,Remote,Medium,Europe,Europe,True,90.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Intermediate,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,83462.22222222222,25038.666666666668,48776.62337662338,86383.40000000001,3.0,3.0,Mixed,Low,Below Average
2023,Data Scientist,185900,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,185900.0,61966.666666666664,132785.7142857143,232375.0,2.0,4.0,Technology,High,Competitive
2023,Data Scientist,129300,US,US,Data Scientist,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, R, SQL, Scikit-learn, Pandas, Statistical Analysis",Native,7.0,Established,Technical,Augmented by AI,9.0,Post-Pandemic,129300.0,43100.0,92357.14285714287,161625.0,2.0,4.0,Technology,Medium-Low,Average
2023,Machine Learning Engineer,139500,US,US,ML Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,139500.0,46500.0,99642.85714285714,174375.0,2.0,3.0,Technology,Medium-High,Below Average
2023,Machine Learning Engineer,109400,US,US,ML Engineer,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,109400.0,36466.666666666664,78142.85714285714,136750.0,2.0,3.0,Technology,Medium-Low,Below Average
2023,Data Analyst,120000,US,US,Data Analyst,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,120000.0,40000.0,85714.28571428572,150000.0,3.0,7.5,Technology,Medium-Low,Competitive
2023,Data Analyst,75000,US,US,Data Analyst,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,75000.0,25000.0,53571.42857142857,93750.0,3.0,7.5,Technology,Low,Below Average
2023,Data Analyst,169000,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,169000.0,56333.333333333336,120714.28571428572,211250.0,2.0,7.5,Technology,Medium-High,Highly Competitive
2023,Data Analyst,110600,US,US,Data Analyst,Senior,Full-time,On-site,Medium,North America,North America,True,100.0,"SQL, Python, Excel, Tableau/PowerBI, Data Visualization",Native,5.0,Traditional,Analytical,Highly Augmented,8.5,Post-Pandemic,110600.0,36866.666666666664,79000.0,138250.0,2.0,7.5,Technology,Medium-Low,Competitive
2023,Machine Learning Engineer,288000,US,US,ML Engineer,Senior,Full-time,Remote,Medium,North America,North America,True,100.0,"Python, TensorFlow/PyTorch, MLOps, Docker, Git",Native,8.0,Emerging,Technical,Develops AI,9.5,Post-Pandemic,288000.0,96000.0,205714.28571428574,360000.0,3.0,3.0,Technology,High,Highly Competitive
